"Neighborhood","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X2ndFlrSF","LowQualFinSF","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PercOfWhiteCollar","MedianIncome","CollegeDegree","Remod","Age","isnew","TotalSqFeet","TotBathrooms","TotalPorchSF"
"Somerst","2-STORY PUD 1946+","FV",35,3735,"Pave","None",2,"Lvl","FR3",2,"Norm","Norm","TwnhsE","2Story",7,5,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace",218,2,"PConc",4,3,1,6,450,1,0,241,"GasA",4,1,"SBrkr",739,0,3,1,3,7,0,0,"Detchd",1,2,3,3,2,0,34,0,0,0,0,0,"None","None",0,2006,"WD","Normal",183900,0.75,95487,0.75,0,7,0,2143,3.5,34
"OldTown","190","RM",60,10120,"Pave","None",2,"Bnk","Inside",2,"Feedr","Norm","2fmCon","2.5Unf",7,4,1910,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,1,1,0,1,0,925,"GasA",2,0,"FuseF",925,0,4,2,2,7,1,4,"Detchd",1,1,3,3,0,0,0,264,0,0,0,0,"MnPrv","None",0,2007,"WD","Normal",122000,0.84,41223,0.85,1,57,0,2814,1.5,264
"Timber","1-STORY 1946+","RL",89,13214,"Pave","None",2,"HLS","Inside",2,"Norm","Norm","1Fam","1Story",9,5,2008,"Hip","CompShg","Stucco","CmentBd","None",0,2,"PConc",5,3,4,1,0,1,0,2002,"GasA",4,1,"SBrkr",0,0,3,1,4,7,1,4,"Attchd",3,3,3,3,2,144,76,0,0,0,0,0,"None","None",0,2010,"WD","Normal",378500,0.71,85268,0.85,1,1,0,4020,2,76
"Crawfor","1/2 STORY Fin","RL",74,14100,"Pave","None",2,"Lvl","Inside",1,"Norm","Norm","1Fam","1.5Fin",8,9,1935,"Gable","CompShg","Stucco","Stucco","BrkFace",632,3,"CBlock",3,3,2,3,192,1,0,536,"GasA",4,1,"SBrkr",1479,0,4,1,3,7,2,4,"BuiltIn",1,3,3,3,2,314,12,0,0,0,0,0,"GdWo","None",0,2008,"WD","Normal",381000,0.85,86452,0.84,1,11,0,4175,3.5,12
"NAmes","1/2 STORY Fin","RL",78,11344,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","1Fam","1.5Fin",5,5,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180,2,"CBlock",3,3,1,4,460,1,0,414,"GasW",2,1,"FuseA",650,0,3,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2007,"WD","Normal",144000,0.75,47499,0.75,0,49,0,2398,1.5,0
"ClearCr","1-STORY Unf Attic","RL",80,23595,"Pave","None",2,"Low","Inside",0,"Norm","Norm","1Fam","1Story",7,6,1979,"Shed","WdShake","Plywood","Plywood","None",0,2,"PConc",4,3,4,6,1258,1,0,74,"GasA",2,1,"SBrkr",192,0,0,1,3,7,1,3,"Attchd",3,2,3,3,2,268,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",260000,0.89,86452,0.82,0,31,0,2856,2.5,0
"NWAmes","1-STORY 1946+","RL",80,9156,"Pave","None",2,"Lvl","Inside",2,"PosN","Norm","1Fam","1Story",6,7,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,2,"CBlock",3,3,1,1,0,1,0,1489,"GasA",3,1,"SBrkr",0,0,3,1,3,7,1,4,"Attchd",2,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",185750,0.89,87636,0.86,0,41,0,2978,2,0
"Sawyer","1-STORY 1946+","RL",71,13526,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1Story",5,6,1965,"Hip","CompShg","HdBoard","Plywood","BrkFace",114,2,"CBlock",3,3,1,4,560,2,375,0,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,1,3,3,2,180,0,0,0,0,0,0,"MnPrv","None",0,2006,"WD","Normal",137000,0.64,54928,0.87,0,41,0,1870,2,0
"Edwards","SPLIT OR MULTI-LEVEL","RL",124,11512,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","SLvl",6,7,1959,"Gable","CompShg","Plywood","Plywood","BrkFace",84,2,"CBlock",3,3,3,5,719,1,0,300,"GasA",3,1,"SBrkr",0,0,2,1,4,7,1,4,"Basment",2,1,3,3,2,0,0,0,0,163,0,0,"GdPrv","None",0,2008,"WD","Normal",177000,0.61,46530,0.63,1,2,0,2376,2,163
"Crawfor","1/2 STORY Fin","RL",53,5362,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1.5Fin",5,6,1910,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,2,"PConc",3,3,1,1,0,1,0,661,"GasA",4,1,"SBrkr",589,0,3,1,2,7,1,4,"Detchd",1,2,3,3,2,242,0,81,0,0,0,0,"None","None",0,2007,"WD","Normal",139000,0.85,86452,0.84,1,4,0,1911,2,81
"NAmes","DUPLEX","RL",95,11345,"Pave","None",2,"Lvl","Corner",2,"Feedr","Norm","Duplex","2Story",5,5,1948,"Gable","Roll","AsbShng","AsbShng","Stone",567,2,"CBlock",3,3,1,3,220,1,0,708,"GasA",3,1,"FuseA",992,0,4,2,2,7,0,0,"Detchd",1,2,3,2,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",137000,0.75,47499,0.75,1,57,0,2848,2,0
"NWAmes","2-STORY+","RL",80,12936,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","2Story",6,6,1972,"Gable","CompShg","HdBoard","Plywood","None",0,2,"CBlock",3,4,1,4,593,1,0,130,"GasA",2,1,"SBrkr",660,0,3,1,2,7,1,3,"Attchd",1,2,3,3,2,294,116,0,0,0,0,0,"None","None",0,2009,"WD","Normal",162000,0.89,87636,0.86,0,37,0,2118,2,116
"NWAmes","SPLIT OR MULTI-LEVEL","RL",80,17871,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","SLvl",6,5,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,2,"CBlock",4,3,3,5,528,1,0,1152,"GasA",1,1,"SBrkr",0,0,3,1,2,7,1,4,"Attchd",2,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",197900,0.89,87636,0.86,1,33,0,3404,2.5,0
"CollgCr","2-STORY+","RL",75,9473,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",8,5,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,6,804,1,0,324,"GasA",4,1,"SBrkr",903,0,3,1,3,7,1,4,"Attchd",2,2,3,3,2,0,211,0,0,0,0,0,"None","None",0,2008,"WD","Normal",237000,0.91,39359,0.91,0,6,0,3159,3.5,211
"IDOTRR","1/2 STORY Fin","C (all)",60,7500,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",4,4,1920,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",3,3,1,1,0,1,0,698,"GasA",2,1,"FuseA",430,0,2,1,2,7,0,0,"Detchd",2,2,3,3,2,30,0,164,0,0,0,0,"None","None",0,2010,"COD","Abnorml",68400,0.62,39678,0.68,1,60,0,1826,1,164
"CollgCr","1-STORY 1946+","RL",67,9808,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",110,2,"PConc",4,3,1,6,788,1,0,785,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,72,0,0,0,0,0,"None","None",0,2009,"WD","Normal",227000,0.91,39359,0.91,0,7,0,3146,3,72
"Timber","1-STORY 1946+","RL",50,8049,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1Story",7,5,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",54,2,"CBlock",4,3,1,5,1053,1,0,256,"GasA",2,1,"SBrkr",0,0,2,1,2,7,1,3,"Attchd",3,2,4,4,2,0,58,0,0,90,0,0,"None","None",0,2006,"WD","Normal",180000,0.71,85268,0.85,0,16,0,2648,3,148
"CollgCr","1-STORY 1946+","RL",61,8800,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1977,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",4,3,2,2,532,3,144,364,"GasA",2,1,"SBrkr",0,0,3,1,3,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,288,0,0,"None","None",0,2009,"WD","Normal",150500,0.91,39359,0.91,1,1,0,2080,2,288
"Mitchel","DUPLEX","RL",94,9400,"Pave","None",2,"Low","Corner",2,"Norm","Norm","Duplex","2Story",6,5,1971,"Mansard","CompShg","MetalSd","Wd Shng","None",0,2,"CBlock",3,3,3,1,0,1,0,912,"GasA",2,1,"SBrkr",912,0,4,2,2,7,0,0,"None",0,0,0,0,2,128,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",139000,0.75,73557,0.62,0,39,0,2736,3,0
"SWISU","1/2 STORY Fin","RL",50,9638,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","1Fam","1.5Fin",6,7,1919,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,2,"PConc",3,3,1,1,0,1,0,804,"GasA",4,1,"SBrkr",748,0,4,1,3,5,1,4,"Detchd",1,1,3,3,2,272,0,42,0,116,0,0,"None","None",0,2010,"WD","Normal",169000,1,51183,0.83,1,20,0,3251,2,158
"BrkSide","1/2 STORY Fin","RM",50,6000,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",6,6,1939,"Gable","CompShg","MetalSd","MetalSd","None",0,1,"CBlock",3,3,1,1,0,1,0,780,"GasA",4,1,"FuseF",587,0,4,1,2,7,1,4,"Detchd",1,1,3,3,2,45,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",132500,0.74,46530,0.72,1,59,0,2192,1,0
"NWAmes","1-STORY 1946+","RL",80,9790,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","1Fam","1Story",6,5,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",451,2,"CBlock",3,3,1,5,569,3,81,678,"GasA",2,1,"SBrkr",0,0,3,1,2,7,2,4,"Attchd",1,2,3,3,2,0,26,0,0,0,0,0,"None","None",0,2010,"WD","Normal",143000,0.89,87636,0.86,0,47,0,2656,2.5,26
"ClearCr","1-STORY 1946+","RL",80,36500,"Pave","None",2,"Low","Inside",1,"Norm","Norm","1Fam","1Story",5,5,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn",621,3,"CBlock",3,3,3,3,812,1,0,812,"GasA",1,1,"SBrkr",0,0,4,1,2,7,0,0,"Attchd",1,2,3,3,0,168,198,0,0,0,0,0,"None","None",0,2006,"WD","Normal",190000,0.89,86452,0.82,0,42,0,3206,2.5,198
"StoneBr","1-STORY PUD 1946+","RL",40,5664,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",8,5,2000,"Gable","CompShg","CemntBd","CmentBd","None",0,2,"PConc",4,3,1,6,1158,1,0,343,"GasA",4,1,"SBrkr",0,0,2,1,4,7,1,5,"Attchd",3,2,3,3,2,212,59,0,0,0,0,0,"None","None",0,2009,"WD","Normal",278000,0.75,105583,0.75,0,9,0,3160,3,59
"NridgHt","2-STORY+","RL",86,11065,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",8,5,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",788,2,"PConc",4,3,2,1,0,1,0,1085,"GasA",4,1,"SBrkr",850,0,3,1,4,7,1,4,"BuiltIn",3,3,3,3,2,177,74,0,0,0,0,0,"None","None",0,2006,"New","Partial",281000,0.75,105583,0.89,0,0,1,3055,2.5,74
"NAmes","SPLIT OR MULTI-LEVEL","RL",73,14112,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","SLvl",5,7,1964,"Hip","CompShg","Wd Sdng","HdBoard","BrkFace",86,2,"PConc",3,3,3,6,1014,1,0,138,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,4,"Attchd",2,2,3,3,2,227,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",180500,0.75,47499,0.75,0,46,0,2304,2,0
"BrDale","2-STORY PUD 1946+","RM",21,1680,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Twnhs","2Story",5,7,1972,"Gable","CompShg","CemntBd","CmentBd","BrkFace",268,2,"CBlock",3,3,1,5,231,1,0,399,"GasA",2,1,"SBrkr",672,0,3,1,2,7,0,0,"Detchd",1,1,3,3,2,185,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",119500,0.82,33258,0.63,0,37,0,1932,2.5,0
"OldTown","2-STORY 1945-","RM",60,6600,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",5,4,1892,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"Stone",3,3,1,1,0,1,0,994,"GasA",2,0,"SBrkr",994,0,4,2,2,5,0,0,"Attchd",2,1,3,3,2,0,287,0,0,0,0,0,"None","None",0,2009,"WD","Normal",107500,0.84,41223,0.85,1,44,0,3366,2,287
"NWAmes","2-STORY+","RL",78,10140,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"PConc",4,3,1,6,194,1,0,638,"GasA",2,1,"SBrkr",832,0,4,1,2,7,1,3,"Attchd",2,2,3,3,2,0,28,0,0,259,0,0,"GdWo","None",0,2006,"WD","Normal",162900,0.89,87636,0.86,0,30,0,2496,2.5,287
"Edwards","1-STORY 1946+","RL",60,8172,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1955,"Hip","CompShg","WdShing","Plywood","None",0,2,"CBlock",3,3,1,3,167,1,0,697,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,2,3,3,0,0,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",115000,0.61,46530,0.63,1,16,0,1728,2,0
"NAmes","1-STORY 1946+","RL",70,8400,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","1Fam","1Story",5,5,1968,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,2,"CBlock",3,3,3,4,1016,1,0,36,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,1,3,3,2,356,0,0,0,0,0,0,"GdWo","None",0,2006,"WD","Normal",138500,0.75,47499,0.75,0,38,0,2104,2.5,0
"NAmes","1-STORY 1946+","RL",80,8700,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",148,3,"CBlock",3,3,2,5,776,1,0,344,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,2,3,3,2,192,20,123,0,0,0,0,"MnPrv","None",0,2008,"WD","Normal",155000,0.75,47499,0.75,0,45,0,2248,3,143
"Edwards","PUD - MULTILEVEL","RM",35,3675,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","SFoyer",6,5,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",82,2,"PConc",4,3,4,6,547,1,0,0,"GasA",3,1,"SBrkr",0,0,2,1,2,7,0,0,"Basment",3,2,3,3,2,0,44,0,0,0,0,0,"None","None",0,2006,"New","Partial",140000,0.61,46530,0.63,1,0,0,1619,3,44
"NAmes","1-STORY 1946+","RL",75,7500,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1959,"Hip","CompShg","BrkFace","BrkFace","None",0,2,"CBlock",3,3,1,2,340,3,906,0,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,1,3,3,2,218,0,0,0,0,0,0,"GdPrv","None",0,2010,"WD","Normal",154000,0.75,47499,0.75,1,16,0,2492,2.5,0
"Gilbert","2-STORY+","RL",65,10762,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","2Story",7,5,1999,"Gable","CompShg","VinylSd","VinylSd","None",344,2,"PConc",4,3,1,6,694,1,0,284,"GasA",4,1,"SBrkr",978,0,3,1,3,7,1,3,"Attchd",3,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",225000,0.55,82976,0.75,0,10,0,2961,2.5,0
"Crawfor","2-STORY 1945-","RL",74,7500,"Pave","None",2,"Bnk","Inside",2,"Norm","Norm","1Fam","2Story",6,7,1942,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,1,4,547,1,0,224,"GasA",1,1,"SBrkr",741,0,3,1,3,7,2,4,"Attchd",1,1,3,3,1,0,0,0,0,224,0,0,"None","None",0,2009,"WD","Normal",177500,0.85,86452,0.84,1,59,0,2265,1,224
"NoRidge","2-STORY+","RL",92,10120,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",8,5,1994,"Hip","CompShg","VinylSd","VinylSd","BrkFace",391,2,"PConc",4,3,1,6,740,1,0,425,"GasA",4,1,"SBrkr",1323,0,4,1,3,7,1,3,"Attchd",2,3,3,3,2,309,78,0,0,0,0,0,"None","None",0,2006,"WD","Normal",290000,0.85,121583,0.89,0,12,0,3691,3.5,78
"Somerst","1-STORY 1946+","RL",73,8688,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",228,2,"PConc",4,3,3,1,0,1,0,1616,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,3,3,3,2,208,59,0,0,0,0,0,"None","None",0,2006,"WD","Normal",232000,0.75,95487,0.75,0,1,0,3232,2,59
"Edwards","2-STORY PUD 1946+","RM",32,3363,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","2Story",7,5,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",117,2,"PConc",4,3,1,1,0,1,0,976,"GasA",4,1,"SBrkr",732,0,3,1,3,3,0,0,"Detchd",1,2,3,3,2,0,40,0,0,0,0,0,"None","None",0,2006,"WD","Normal",130000,0.61,46530,0.63,0,2,0,2684,2,40
"NridgHt","1-STORY 1946+","RL",108,13173,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",9,5,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",300,2,"PConc",5,3,1,6,1572,1,0,80,"GasA",4,1,"SBrkr",0,0,2,1,4,7,2,5,"Attchd",3,2,3,3,2,404,102,0,0,0,0,0,"None","None",0,2009,"WD","Normal",325000,0.75,105583,0.89,1,2,0,3304,3,102
"NridgHt","1-STORY PUD 1946+","RL",48,6955,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",7,5,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",94,2,"PConc",4,3,1,1,0,1,0,1368,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,4,"Attchd",2,2,3,3,2,132,35,0,0,0,0,0,"None","None",0,2006,"New","Partial",202500,0.75,105583,0.89,1,0,0,2736,2,35
"CollgCr","1-STORY 1946+","RL",60,8072,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",4,4,1,5,746,1,0,244,"GasA",4,1,"SBrkr",0,0,3,1,2,7,0,0,"Detchd",1,2,3,3,2,0,64,0,0,0,0,0,"None","None",0,2009,"WD","Normal",138000,0.91,39359,0.91,1,14,0,1980,2,64
"OldTown","1-STORY 1946+","RM",100,12000,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1948,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,6,144,5,608,172,"GasA",4,1,"SBrkr",0,0,2,1,3,7,0,0,"Attchd",1,2,3,3,2,0,36,0,0,0,0,0,"GdWo","None",0,2008,"WD","Normal",147000,0.84,41223,0.85,1,3,0,2046,2,36
"SawyerW","1-STORY 1946+","RL",66,7153,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,5,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",88,2,"CBlock",4,3,1,6,1200,1,0,78,"GasA",3,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,112,51,0,0,0,0,0,"GdWo","None",0,2008,"WD","Normal",179200,0.64,68542,0.73,0,17,0,2572,3,51
"Crawfor","1-STORY 1946+","RL",100,17500,"Pave","None",2,"Lvl","Inside",2,"PosA","Norm","1Fam","1Story",7,8,1959,"Gable","CompShg","BrkFace","HdBoard","None",0,3,"PConc",4,3,3,6,1406,1,0,496,"GasA",2,1,"SBrkr",0,0,3,1,4,7,2,3,"Attchd",3,2,3,3,2,0,207,162,0,0,0,0,"None","None",0,2010,"WD","Normal",335000,0.85,86452,0.84,1,8,0,3804,3,369
"CollgCr","1-STORY 1946+","RL",68,8814,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,2,"PConc",4,3,1,6,925,1,0,349,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,264,98,0,0,0,0,0,"None","None",0,2007,"New","Partial",203000,0.91,39359,0.91,1,0,0,2548,3,98
"NoRidge","2-STORY+","RL",91,9572,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",8,5,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",336,2,"PConc",5,3,1,6,482,1,0,971,"GasA",4,1,"SBrkr",1357,0,4,1,3,7,1,5,"Attchd",2,2,4,4,2,500,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",302000,0.85,121583,0.89,0,17,0,4263,2.5,0
"NoRidge","2-STORY+","RL",108,14774,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",9,5,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",165,2,"PConc",4,3,1,1,0,1,0,1393,"GasA",4,1,"SBrkr",1177,0,4,1,3,7,1,3,"BuiltIn",3,3,3,3,2,668,30,0,0,0,0,0,"None","None",0,2010,"WD","Normal",333168,0.85,121583,0.89,0,11,0,3992,2.5,30
"Edwards","1-STORY 1946+","RL",60,8190,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,6,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,1,3,732,1,0,216,"GasA",4,1,"SBrkr",0,0,3,1,2,7,1,3,"Detchd",1,1,3,3,2,0,36,0,0,0,0,0,"None","None",0,2007,"WD","Normal",119000,0.61,46530,0.63,0,53,0,1896,2,36
"NAmes","2-STORY+","RL",85,11075,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",2,3,2,5,500,2,276,176,"GasA",2,1,"SBrkr",1020,0,4,1,2,7,2,4,"Attchd",1,2,3,3,2,280,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",206900,0.75,47499,0.75,0,39,0,3064,2.5,0
"CollgCr","1-STORY 1946+","RL",61,10226,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",8,5,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",270,2,"PConc",5,3,4,1,0,1,0,1622,"GasA",4,1,"SBrkr",0,0,3,1,4,7,1,4,"Attchd",2,3,3,3,2,172,42,0,0,0,0,0,"None","None",0,2009,"WD","Normal",295493,0.91,39359,0.91,0,1,0,3252,3,42
"Somerst","1-STORY PUD 1946+","FV",47,4230,"Pave","Pave",2,"Lvl","Corner",2,"Norm","Norm","TwnhsE","1Story",7,5,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",5,4,1,1,0,1,0,1352,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,4,"Attchd",2,2,3,3,2,0,241,0,0,0,0,0,"None","None",0,2007,"New","Partial",208900,0.75,95487,0.75,1,0,0,2704,2,241
"CollgCr","1-STORY 1946+","RL",70,14781,"Pave","None",1,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1Story",8,5,2001,"Hip","CompShg","VinylSd","VinylSd","BrkFace",178,2,"PConc",4,3,4,1,0,1,0,1753,"GasA",4,1,"SBrkr",0,0,3,1,3,7,1,3,"Attchd",2,3,3,3,2,198,150,0,0,0,0,0,"None","None",0,2006,"WD","Normal",275000,0.91,39359,0.91,1,4,0,3540,2,150
"Edwards","1-STORY 1946+","RL",75,10215,"Pave","None",2,"Bnk","Inside",2,"Norm","Norm","1Fam","1Story",4,5,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",132,2,"PConc",3,3,1,5,492,1,0,372,"GasA",4,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",111000,0.61,46530,0.63,0,53,0,1812,1,0
"NAmes","1-STORY 1946+","RL",70,8400,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,3,1957,"Hip","CompShg","BrkFace","BrkFace","None",0,2,"CBlock",3,3,1,5,189,3,661,628,"GasA",3,1,"SBrkr",0,0,3,1,2,7,2,4,"Attchd",2,2,3,3,2,114,0,0,0,216,0,0,"None","None",0,2009,"WD","Normal",156500,0.75,47499,0.75,0,52,0,2956,2.5,216
"BrkSide","1-STORY 1946+","RL",52,6627,"Pave","None",2,"Lvl","Corner",2,"Feedr","Norm","1Fam","1Story",3,6,1949,"Hip","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",0,0,0,0,0,0,0,0,"Floor",2,0,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,1,3,2,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",72500,0.74,46530,0.72,1,58,0,720,1,0
"NoRidge","2-STORY+","RL",107,10186,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"PConc",4,3,1,6,674,1,0,76,"GasA",4,1,"SBrkr",862,0,3,1,3,7,1,3,"Attchd",2,2,3,3,2,240,39,0,0,0,0,0,"None","None",0,2010,"WD","Normal",190000,0.85,121583,0.89,0,18,0,2673,3.5,39
"BrkSide","1-STORY 1945-","RL",50,5330,"Pave","None",2,"HLS","Inside",2,"Norm","Norm","1Fam","1Story",4,7,1940,"Hip","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",3,3,1,2,280,1,0,140,"GasA",3,1,"SBrkr",0,0,2,1,1,7,0,0,"None",0,0,0,0,2,164,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",82500,0.74,46530,0.72,1,59,0,1128,1,0
